recipe_urls,recipe_name,subheading,serves,cooking_time,difficulty,ingredients,diet,tags,description,image_url
https://www.jamieoliver.com/recipes/chicken-recipes/chicken-chips/,Chicken & chips,"Sticky onions, jammy roasted lemon & fresh oregano",4                                                                                                            ,1 hour 18 minutes                                                    ,"Not too tricky                                                    
","['1kg red-skinned potatoes', '2 onions', '1 bunch of oregano (20g)', '2 lemons', '4 x 250g free-range chicken legs']","['Dairy-freedf', 'Gluten-freegf', 'Dairy-freedf', 'Gluten-freegf']","['Chicken', 'Potato', 'Mains']","
                                            “There’s something wonderfully humble about the combo of chicken and potatoes, and inspired by my trips to Greece, this expression of something we know and love is guaranteed to please. ”
                                        ","https://img.jamieoliver.com/jamieoliver/recipe-database/154403237.jpg?tr=w-800,h-1066"
https://www.jamieoliver.com/recipes/main-recipes/simple-steamed-fish/,Simple steamed fish,"Sweet peppers & leeks, herby orange dressing",4                                                                                                            ,32 minutes                                                    ,"Not too tricky                                                    
","['4 x 150g white fish fillets, skin off, pin-boned, from sustainable sources', '3 mixed-colour peppers', '1 large leek', '½ a bunch of oregano (10g)', '1 large juicy orange']","['Gluten-freegf', 'Dairy-freedf', 'Gluten-freegf', 'Dairy-freedf']","['Leek', 'Fruit', 'One-pan recipes', 'Mains', 'Lunch & dinner recipes', 'Light meals']","
                                            “Inspired by flavours that will transport you to the Greek coast, this delicate dish simply celebrates white fish fillets. Easy to halve if you’re serving two, you’ll be glad to have this one up your sleeve. ”
                                        ","https://img.jamieoliver.com/jamieoliver/recipe-database/153403833.jpg?tr=w-800,h-1066"
https://www.jamieoliver.com/recipes/pasta-recipes/sweet-pea-orecchiette/,Sweet pea orecchiette,Broken potatoes & grated pecorino,4                                                                                                            ,30 minutes                                                    ,"Not too tricky                                                    
","['600g potatoes', '1 bunch of spring onions', '320g frozen peas', '300g dried orecchiette', '80g pecorino cheese, plus extra to serve']","['Vegetarianv', 'Vegetarianv']","['Italian', 'Potato', 'Mains']","
                                            “My family love the southern Italian orecchiette pasta shape – perfect for catching the gorgeous sweet peas – and the double carb hit of diced potato with tangy pecorino and olive oil is blissful. ”
                                        ","https://img.jamieoliver.com/jamieoliver/recipe-database/154403194.jpg?tr=w-800,h-1066"
https://www.jamieoliver.com/recipes/fruit-recipes/island-salad/,Island salad,"Sticky peaches, halloumi web & pickled cucumber",2                                                                                                            ,15 minutes                                                    ,"Not too tricky                                                    
","['1 cucumber', '2 pittas', '1 x 415g tin of sliced peaches in juice', '120g mixed salad leaves', '60g halloumi cheese']","['Vegetarianv', 'Vegetarianv']","['Dinner for two', 'Fruit', 'Lunch & dinner recipes', 'Mains', 'Starters']","
                                            “Whenever I’ve visited the Greek islands, I’ve been inspired by wonderful fresh and fruity halloumi salads, so I’ve had some fun here creating little webs of golden crispy halloumi that just eat so well. ”
                                        ","https://img.jamieoliver.com/jamieoliver/recipe-database/152011204.jpg?tr=w-800,h-1066"
https://www.jamieoliver.com/recipes/steak-recipes/herby-steak-crispy-potatoes/,Herby steak & crispy potatoes,"Green pesto, juicy mixed-colour tomato salad & crushed pistachios",2                                                                                                            ,30 minutes                                                    ,"Not too tricky                                                    
","['500 g red-skinned potatoes', '1 x 300g higher-welfare sirloin steak', '4 teaspoons fresh green pesto , or pistou', '6 ripe medium mixed-colour tomatoes', '20 g shelled unsalted pistachios']","['Gluten-freegf', 'Gluten-freegf']","['Beef', 'Dinner for two', 'Romantic meals', 'Steak', 'Tomato', 'Potato']","
                                            “Inspired by pistou, a beautiful French condiment made with smashed basil, garlic and oil, this tasty dish is a joy to eat. I’ve swapped in pesto for ease, but buy fresh for amplified flavour and texture. ”
                                        ","https://img.jamieoliver.com/jamieoliver/recipe-database/152012100.jpg?tr=w-800,h-1066"
https://www.jamieoliver.com/recipes/chicken-recipes/chicken-merguez-stew/,Chicken & Merguez stew,"Beautiful bay marinade, slow-cooked onions & beans",4                                                                                                            ,1 hour                                                    ,"Not too tricky                                                    
","['4 onions', '5 Merguez sausages (300g)', '1 x 1.2kg whole free-range chicken', '12 fresh bay leaves', '2 x 400g tins of mixed beans']","['Dairy-freedf', 'Dairy-freedf']","['Chicken', 'Sausage', 'Family one-pan recipes', 'Lunch & dinner recipes', 'Mains', 'One-pan recipes']","
                                            “This is a really delicious Tunisian-style casserole, using the French cassoulet as inspiration to create massive flavour with hardly any ingredients. Feel free to add a little harissa into the mix, if you like. ”
                                        ","https://img.jamieoliver.com/jamieoliver/recipe-database/154403191.jpg?tr=w-800,h-1066"
https://www.jamieoliver.com/recipes/chicken-recipes/lemon-tzatziki-chicken/,Lemon-tzatziki chicken,"Fluffy pan-juice rice, jammy onions & roasted lemons",4                                                                                                            ,2 hours plus marinating                                                    ,"Not too tricky                                                    
","['1 x 1.5kg whole free-range chicken', '2 x 200g tubs of tzatziki', '2 lemons', '4 mixed-colour onions', '300 g basmati rice']","['Gluten-freegf', 'Gluten-freegf']","['Chicken', 'Fruit', 'Family one-pan recipes', 'Greek', 'Mains', 'One-pan recipes']","
                                            “A brilliant Greek-inspired one-pan family dish. Tzatziki makes a fantastic ready-to-go marinade – it’s untraditional used like this, but I can totally vouch for its deliciousness and ability to tenderize meat. ”
                                        ","https://img.jamieoliver.com/jamieoliver/recipe-database/150955945.jpg?tr=w-800,h-1066"
https://www.jamieoliver.com/recipes/seafood-recipes/sizzling-squid/,Sizzling squid,"Chorizo, tomato, mint & lemon sauce",2                                                                                                            ,16 minutes                                                    ,"Not too tricky                                                    
","['2 large super-ripe tomatoes (300g total)', '300 g whole squid , cleaned, gutted', '70 g chorizo or spicy sausage', '½ a bunch of mint (15g)', '1 lemon']","['Gluten-freegf', 'Dairy-freedf', 'Gluten-freegf', 'Dairy-freedf']","['Seafood', 'Chorizo', 'Tomato', 'Fruit', 'Sides', 'Quick fixes']","
                                            “All over the Mediterranean you see really big and bold combinations of surf and turf, and how beautifully it works together – this recipe comes with the harmony of all my favourite ingredients. ”
                                        ","https://img.jamieoliver.com/jamieoliver/recipe-database/150955138.jpg?tr=w-800,h-1066"
https://www.jamieoliver.com/recipes/beef-recipes/yiayia-poly-s-giouvarlakia-meatballs-in-tomato-sauce-from-athens/,Yiayia Poly's giouvarlakia (meatballs in tomato sauce) from Athens,,6                                                                                                            ,,"Not too tricky                                                    
","['FOR THE SAUCE', '', '680 g (1lb 8oz) passata (sieved tomatoes)', '1 vegetable stock cube dissolved in', '680 ml (23 fl oz/2¾ cups) water', '180 ml (6fl oz/¾ cup) extra virgin olive oil', '1 ¼ teaspoons freshly ground black pepper', '1 teaspoon sugar', 'FOR THE GIOUVARLAKIA', '', '2 red onions , grated', '1 kg (2lb 4oz) minced (ground) beef', '1 large egg', '1 teaspoon salt', '1 tablespoon ground black pepper', '½ bunch of parsley , leaves finely chopped', '3 tablespoons long-grain rice', 'plain (all-purpose) flour , for dusting']",[],"['Greek', 'Meatball', 'Family one-pan recipes', 'Freezer-friendly recipes', 'Light meals', 'Lunch & dinner recipes']","
                                            “Traditionally in Greece, soul-soothing giouvarlakia are paired with an avgolemono (egg and lemon) sauce, but Yiayia Poly is not a purist so she makes a tomato sauce to sit her meatballs in instead. An Athenian yiayia with a modern sensibility and cutting humour that’s as sharp as her nose, Poly takes an inventive approach to cooking, looking out beyond Greece for many of her favourite dishes. It takes us a while to land on a classic Greek dish when discussing what her contribution to this book will be, but there’s absolutely no way I’m missing Poly out. She lives in a typical polykatoikia (apartment block) in Athens’ well-heeled Kolonaki neighbourhood and is representative of the elegant and refined yiayiades that make up a good portion of the city’s population. We settle on giouvarlakia to make together, Poly instructing me to do the jobs she least enjoys (like grating the onion) and pointedly ordering her grandson, Karolos, around, all the while amusing us with her sarcasm and wry wit. She’s a force to be dealt with but her warming giouvarlakia in this sweet tomato sauce reveal the care and love that she obviously has for her grandchildren. A true yiayia in every sense. Yiayia Poly serves her giouvarlakia with a small tipple of beer (she drinks one small glass every day), crusty bread and hunks of feta. ”
                                        ","https://img.jamieoliver.com/jamieoliver/recipe-database/150975828.jpg?tr=w-800,h-1066"
https://www.jamieoliver.com/recipes/fish-recipes/yiayia-niki-s-bakaliaros-plaki-cod-bake-from-kalamata/,Yiayia Niki's bakaliaros plaki (cod bake) from Kalamata,,4 - 6                                                                                                            ,,"Not too tricky                                                    
","['1 kg (2lb 4oz) salt cod or cod fillets', '120 ml (4fl oz/½ cup) olive oil', '2 onions , roughly chopped', '3 large garlic cloves , roughly chopped', '600 g (1lb 5oz) potatoes , roughly chopped', '4 bay leaves', '1 cinnamon stick', '½ teaspoon peppercorns', '5 cloves', '5 allspice berries', '100 g (3½ oz/⅔ cup) currants (Zante currants)', '1 red (bell) pepper , roughly chopped', '130 ml (4½ fl oz/generous ½ cup) water', '500 g (1lb 2oz) tomatoes (can be tinned) , quartered', 'bunch of parsley , chopped (including the stalks)', 'dried oregano , to taste', 'sea salt flakes', 'bread , to serve']",[],"['Greek', 'Healthy fish recipes', 'Light meals', 'Lunch & dinner recipes', 'Mains']","
                                            “Deep into the mountains, up winding passes and a rough, rugged terrain between which olive trees and drooping eucalyptus burst forth, Niki is the only inhabitant of her village on the rugged Mani Peninsula. She lives in a stone house, with centuries-old embroidery framed and hanging from the walls, along with traditional wooden instruments, religious icons and sepia photographs, faded even more by the sun. Niki is a healer. She says she’s never been to a doctor in her life and swears by the power of raw vegetables and fruit. She is a rare breed here in Greece, less obsessed with feeding me an overwhelming amount of food and more concerned about making sure she gives me the right thing to truly nourish. Seconds into our meeting, she’s passing me a beetroot, carrot and apple juice she’s made. Then Marco the pony makes
an entrance, helping himself to the basket of apples on the floor. Petting him and calling him ‘Markaki’, Niki doesn’t seem to mind one bit and I feel like I’ve walked into a scene from a 1990s children’s TV show. We eat Niki’s flavour-rich dish in the dappled shade of her balcony, overlooking inky blue water in the distance. The currants perfectly balance the salted cod, but if you’re not a fan of salt cod, I’ve also made this recipe with cod fillets and added salt myself. I’ve also made this into a plentiful vegan dish by omitting the fish and adding an extra potato and red (bell) pepper. ”
                                        ","https://img.jamieoliver.com/jamieoliver/recipe-database/150975829.jpg?tr=w-800,h-1066"
https://www.jamieoliver.com/recipes/vegetable-recipes/aubergine-flatbreads/,Aubergine flatbreads,"Hot marinated olives, tangy feta & dried oregano",2                                                                                                            ,25 minutes                                                    ,"Not too tricky                                                    
","['1 large aubergine (400g)', '200 g self-raising flour , plus extra for dusting', '10 mixed marinated olives', '2 sprigs or 1 heaped teaspoon dried flowering oregano', '50 g feta cheese']","['Vegetarianv', 'Vegetarianv']","['Bread', 'Light meals', 'Lunch & dinner recipes', 'Mains', 'Quick fixes', 'Quick & easy recipes']","
                                            “Inspired by the flatbread work I’ve seen in Greek and Turkish street food, this makes a delicious lunch. It’s a super-quick dough, plus blackening aubergines gives them the most extraordinary flavour. ”
                                        ","https://img.jamieoliver.com/jamieoliver/recipe-database/150909359.jpg?tr=w-800,h-1066"
https://www.jamieoliver.com/recipes/vegetable-recipes/minty-courgette-tart/,Minty courgette tart,"Golden flaky pastry, black olive tapenade & goat's cheese",4 to 6                                                                                                            ,1 hour 35 minutes                                                    ,"Not too tricky                                                    
","['1.5 kg courgettes', '1 heaped teaspoon dried mint', '320 g sheet of ready-rolled puff pastry (cold)', '6 teaspoons black olive tapenade', ""80 g goat's cheese""]","['Vegetarianv', 'Vegetarianv']","['Courgette', 'Lunch & dinner recipes', 'Mains']","
                                            “Inspired by cooking amazing courgettes with a wonderful Syrian lady called Majda, who had fled to Marseille and started up an incredible restaurant, this is my unconventional take on a pissaladière. ”
                                        ","https://img.jamieoliver.com/jamieoliver/recipe-database/150893975.jpg?tr=w-800,h-1066"
https://www.jamieoliver.com/recipes/bean-recipes/broken-beans/,Broken beans,Cupboard honey,2 as a working-from-home lunch                                                                                                            ,,"Not too tricky                                                    
","['1 shallot , finely chopped', '1 – 2 tbsp vegetable oil', '½ tsp garlic paste or 1 garlic clove , minced', '½ tsp sweet smoked paprika', '¼ tsp fennel seeds , plus an extra pinch', '¼ tsp ground cumin', '¼ tsp dried oregano', ""1½ tbsp 'nduja"", '1 x 400g (14oz) can of baked beans', '½ tsp honey , plus an extra drizzle', '¼ tsp English mustard', 'Pinch of salt', 'Dash of vinegar', 'To serve', '', '2 slices of bread', '2 eggs', 'Butter, for spreading, and Marmite (optional)']","['Vegetarianv', 'Vegetarianv']","['Honey', 'American', 'Lunch & dinner recipes', 'Mains', 'Light meals', 'Quick fixes']","
                                            “One grey Wednesday in June, I was five short days away from needing to send this manuscript to my editor, and my partner was taking Zoom calls from the bedroom floor having done his back in; we were both thoroughly exhausted. I made these beans, a quick variation on smoky Boston beans, for a speedy lunch. They have everything you need to restore you as you break the back of the day, or your own. Sweet and smoky enough for rich comfort, spicy enough to give you some pep in
your step for the rest of the afternoon, and quick enough to feel doable when your mind is full. I recommend chucking a jar of ’nduja in the shopping basket now and then, to quickly fancify such fridge-raid lunches, but chilli flakes, bacon, pancetta or chorizo would do just fine in this case (’nduja producers, don’t come for me; I love you). The toast and egg make it a little breakfasty, which always feels like a rebellious luxury after 12pm, especially if you skipped First Breakfast in favour of a stressed coffee and an urgent to-do list. ”
                                        ","https://img.jamieoliver.com/jamieoliver/recipe-database/150459990.jpg?tr=w-800,h-1066"
https://www.jamieoliver.com/recipes/vegetable-recipes/wyre-forest-school-s-sweet-potato-pepper-chilli/,Wyre Forest School's Sweet potato & pepper chilli,,6                                                                                                            ,1 hour                                                    ,"Not too tricky                                                    
","['olive oil', '1 medium onion', '1 green pepper', '½ teaspoon chilli powder', '1 tablespoon ground cumin', '2 teaspoons smoked paprika', '2 sweet potatoes (500g total)', '1 x 400g tin of chopped tomatoes', '1 x 400g tin of kidney beans', '2 teaspoons tomato purée', '1 teaspoon garlic purée']","['Vegetarianv', 'Veganvg', 'Gluten-freegf', 'Dairy-freedf', 'Vegetarianv', 'Veganvg', 'Gluten-freegf', 'Dairy-freedf']","['Cheap & cheerful', 'Freezer-friendly recipes', 'Lunch & dinner recipes', 'Mains']","
                                            “Wyre Forest School won the Catering Team Champions award at the Good School Food Awards! Head chef James Sommerville and his power-house team – Lynda, Carla and Alison – have shared this beautiful recipe that they cook up in school for the kids. James says, “This is a quick recipe that anyone can make. It has a short cook time and can be produced ahead of time if required. The sweet potato and pepper chilli is a favourite with the pupils – I’ve been using it in education for years. It tastes fresh and fragrant, it ticks allergen boxes and can be served with rice, nachos or in soft taco boats.” ”
                                        ","https://img.jamieoliver.com/jamieoliver/recipe-database/150431400.jpg?tr=w-800,h-1066"
https://www.jamieoliver.com/recipes/vegetable-recipes/charred-cabbage-in-warm-gochujang-vinaigrette/,Charred cabbage in warm gochujang vinaigrette,,2 - 4                                                                                                            ,,"Not too tricky                                                    
","['½ white cabbage', '1 tbsp vegetable oil', '½ tsp sea salt flakes', '¼ tsp freshly cracked black pepper', '2 tsp golden granulated sugar', '2 tsp soy sauce', '2 tsp gochujang (Korean fermented chilli paste)', '½ tsp gochugaru (Korean red pepper flakes)', '2 tbsp extra virgin olive oil', '2 garlic cloves , minced', '2 tbsp cider vinegar']","['Vegetarianv', 'Veganvg', 'Dairy-freedf', 'Vegetarianv', 'Veganvg', 'Dairy-freedf']","['Asian', 'Healthy vegetarian recipes', 'Light meals', 'Lunch & dinner recipes', 'Mains', 'Quick & easy recipes']","
                                            “I always think it’s a pity that so many people consider cooked cabbage rather unpalatable. In Korea, white cabbage is one of the most commonly used everyday vegetables and everyone loves it. When cooked, the crunchy opaque leaves, tightly nestled together, unfurl and turn translucent. The fibrous texture of the raw ingredient softens and becomes tender, unveiling the delicate vegetal nuances that cling onto the bolder flavours, delivering the comfort that eats softly on the tongue and gently on the stomach.

Slightly charred cabbages boast intensely caramelised sweetness that sits on the verge of bitterness (in a nice way) and pairs well with a warm, garlic acidity laced with smoky gochujang. Eat this with crispy fried egg on the side and with steamed rice to make it a midweek-friendly dinner. ”
                                        ","https://img.jamieoliver.com/jamieoliver/recipe-database/149918782.jpg?tr=w-800,h-1066"
https://www.jamieoliver.com/recipes/salmon-recipes/salmon-asparagus-en-cro-te/,Salmon & asparagus en croûte,"Golden pastry, wild mushrooms & Old Winchester cheese",8 - 10                                                                                                            ,1 hour                                                    ,"Not too tricky                                                    
","['400 g wild mushrooms', '2 onions', 'olive oil', '50 ml Scottish whisky', '½ a bunch of fresh flat-leaf parsley or wild garlic (15g)', '150 ml half-fat crème fraîche', '50 g Old Winchester or Parmesan cheese', '2 lemons', '2 large free-range eggs', 'flour , for dusting', '1 x 320g sheet of all-butter puff pastry', '1 x 1kg side of salmon , skin off, pin-boned (ask your fishmonger for a fillet from the top end of the fish), from sustainable sources', '300 g asparagus']",[],"['British', 'Salmon', 'Beautiful baking recipes', 'Lunch & dinner recipes', 'Mains']","
                                            “Asparagus is a proper springtime treat in the UK, so I’m putting it front and centre in this epic salmon en croûte. If you can get hold of wild garlic, it’ll make all the difference here.  ”
                                        ","https://img.jamieoliver.com/jamieoliver/recipe-database/147408268.jpg?tr=w-800,h-1066"
